0.484375,0,1,45
0.3125,0,0,30
1.203125,0,0.5,50
0.140625,0,1,45
0.6796875,3,2.5,70
0.2890625,1,0.5,45
1.3515625,1,2,60
0,0,4.5,40
0.672,0,3,45
0.416,1,2.5,55
0.128,0,1,35
0.344,0,0.5,40
0.832167832,0,4,60
1.563380282,0,2,60
1.211267606,1,0,35
0.352112676,1,0.5,60
0.422535211,1,0,30
0.683098592,1,0,35
0.352112676,0,3,40
0.42,1,0.5,50
0.42,0,0.5,55
1.11,0,0,50
0.39,0,0,40
1.69,0,0,50
0.4,1,1,50
0.825,0,1,55
